customer_tweet_id,customer_text,support_tweet_id,support_text
2321206,@AppleSupport help I try to update the ios of my iphone and is giving error what I do???,2321205,@672663 Let’s work together to get your iPhone up-to-date. Which iPhone are you using? Do you receive a specific error message?
2702229,I️ am so over writing long texts just so my @115858 iPhone can close the app and I️ lose it. This is the worst IOS to date WHY CANT YOU FIX THIS. Hey @125607 call me!,2702228,@759025 We can help! Which version of iOS are you running on your iPhone? Find that in Settings &gt; General &gt; About and reply in DM. https://t.co/GDrqU22YpT
2114694,@AppleSupport Crickets....,2114693,@623461 We can assist you via Twitter. Please DM us via the following link with your concern and we'll help you from there. https://t.co/GDrqU22YpT
2856783,"@AppleSupport Yes, exactly. The same occurs if you are listening to a different podcast, it’ll show a previous podcast you listened to. I am using an iPhone 6s",2856785,"@794011 Thanks for clarifying. Is this a persistent issue, or is it temporarily resolved if you power the device off and on?"
2801511,"@AppleSupport what has Apple done to the headphone compatibility with the new iOS? By compatibility, I mean there no longer is any",2801510,"@781527 We’d like to look into this further with you. Please send us a DM telling us which iPhone you have, the type of headphones that you’re using, and what’s happening when you go to use them. https://t.co/GDrqU22YpT"
2296289,@AppleSupport Yes yes iPhone 5s and it has the most recent update.,2296291,"@666703 Alright, let's dig into this in greater detail. Reach out to us via DM and we'll go from there. https://t.co/GDrqU22YpT"
2266170,Soooo @115858 you just going to ignore this glitch orrrrrrrrrwut?,2266169,@659625 We'd like to see how we can help. Can you give us a few details in DM about what you're experiencing? https://t.co/GDrqU22YpT
2698014,@AppleSupport I recently upgraded to iPhone X. To re enable the cards in Apple Pay I had to re enter the security code. It worked fine for all the cards except this one. It gives me an error message saying the code is wrong. Capital One verifies it as correct.,2698016,"@758077 Thanks for verifying that. For additional support for Apple Pay, you will need to contact our phone-based support here: https://t.co/IBIY3vMgPj"
1886645,"@AppleSupport Hi, I’d like to check the battery health of my iPhone.",1886644,@562708 Thanks for reaching out to us for support. We would love to help you. Please DM us and tell us what is going on with your battery. https://t.co/GDrqU22YpT
2573929,Why do updates corrupt the core functions of your phones? @115858,2573927,"@729920 If you're having issues with your iPhone, you've come to the right place. Which version of iOS are you using, and what functionality do you have concerns with today?"
216136,@AppleSupport Safari doesn’t work after updating MacBook Air to latest HighSierra. Tabs don’t load.,216134,@167385 We want your Safari to work as expected? Have you tried restarting your Mac Performing this step can help resolve many issues with applications.
2731267,@115858 fix this,2731266,@765666 We released a recent update which includes a resolution for autocorrect issues. Prior to updating be sure to back up your device and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6
1833613,@AppleSupport whatever the latest update of iOS did it needs to be fixed Ive had to charge my phone 3x in 1 day with same usuage as usual,1833612,@550043 We'd like to help! Send us a DM with the country that you are located in and we will continue from there. https://t.co/GDrqU22YpT
1656105,"i’m getting really annoyed w “i” turning to i️ @115858 like damn, fix ur shit plz",1656104,@505358 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2045208,@AppleSupport after 11.0.2 update my iphone -6s plus- becomes slow and laggy !!! It’s really annoying 😞,2045207,@604828 We're here for you. Does this happen with all apps or just a few? How can you stop the behavior? Restarting or a reset? https://t.co/GDrqU22YpT
2013378,What the fucc is up with your keyboard?! @AppleSupport why do my i’s turn to that I️,2013377,@595342 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT
2901974,@AppleSupport Not sure why it’s necessary to go into DM. What do you need to know that can’t be publicly known? I tap @123765 and get the email page https://t.co/iwlxqtzxSE,2901976,@278205 You'll want to be sure to press the box with the arrow coming out of it in order to share it to Twitter. Adding people will allow them to collaborate on the note. Check out this article for more information: https://t.co/dgp0Ep5aOP
639707,@AppleSupport Ok ever since I updated my phone it has been so slow and there’s always glitching.,639706,@271735 Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT
639922,@AppleSupport #iOS11 0.2 on 📱7. #Fail Poor battery. Poor WiFi. No speakerphone. Apps Freeze. Can’t pause 🎧 in Control Centre. Thanks 🍎 Not!,639921,@271793 Let's talk. We want to turn this around so you can enjoy iOS 11. Please DM us and we'll get started: https://t.co/GDrqU22YpT
254684,@AppleSupport hello I'm thinking about buying a mac book air and I'm wondering is the offer of getting free beats still valid?,254683,"@176533 For questions regarding sales promotions, reach out to our Sales team here: https://t.co/8yjRd1Xo0i"
2573940,@AppleSupport Hey. All of a sudden my playlists wont sync. This is a big problem for me. Please help. https://t.co/i0fW2kbbLN,2573938,"@729921 We have your back! Playlists are a big deal to us, so we'll do whatever we can to get you back up and running again. To start, send us over some more info via DM: https://t.co/GDrqU22YpT"
1474707,"über Akku performance müssen wir dringend reden, still catastrophy  @AppleSupport @462345 #iphone6splus iOS 11.2 Beta 1 viel schneller",1474706,@462344  We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
771742,@115858 what’s up with this software update. Sucks sweaty ballsack. Phone keeps fucking up,771740,@304326 Please tell us more about what you're experiencing with your iPhone. We're here to help.
2002467,@AppleSupport Hey Apple. Where are our phones doing this when we type “I️” https://t.co/iqCsqqfvZq,2002466,@474855 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT
1981390,@115858 I️ updated my software &amp; now my phones all kinds of messing up 🙄🙄,1981389,@586502 We would like to hear the details of the issues you are facing with your iPhone.  Meet us in DM please. https://t.co/GDrqU22YpT
1702080,@AppleSupport I️ was just wondering if this was ever going to be fixed so I️ can start reading normal again and not worry about “I️”,1702079,@516063 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz
2801463,@AppleSupport For all notifications,2801462,"@781515 Does the issue persist after restarting? Also, which iOS version do you currently have? Let us know in DM. https://t.co/GDrqU22YpT"
666270,@AppleSupport iPhone 5s,666272,@278732 What's happening when you try to use the screen recording feature? Please DM use at the link below. https://t.co/GDrqU22YpT
2683663,@AppleSupport why can’t I Airplay an iTunes movie from my Mac to my Apple TV? It plays on Mac but greys out when I connect to Airplay,2683662,@236949  We'd want to get you connected with Apple TV support for help.  They can be reached here:   https://t.co/IBIY3vMgPj
436450,@AppleSupport It's not about adding card .  its the support for the app iMobile of @12131 @8180  India app support for #AppleWatchSeries3,436452,@208036 Thanks. We’re working with more banks to support Apple Pay. View currently supported issuers here: https://t.co/G0KYoG3U8B
2007750,ok wtf is going on with my phone @AppleSupport why can’t i️ type the letter “i️” by itself without getting those weird symbols,2007749,@593710 We're happy to help. Take a look at the information here: https://t.co/xXaXeeSRt9 Let us know if you have questions. https://t.co/GDrqU22YpT
1240090,Thank you @AppleSupport for DELETING ALL OF MY PHOTOS!!!! AAAUUURG!!! 😤😩 https://t.co/4CkgoXivss,1240089,@410876 We're here for you. DM us and we'll go from there. https://t.co/GDrqU22YpT
817018,@AppleSupport my iPad hasn't been backed up in 101 weeks but everytime I try to it says it can't be completed :(,817016,@314585 We'd like to help you with that backup. Could you tell us which version of iOS you're running? Do you backup with iCloud?
2358761,@AppleSupport let me make voice memos in my notes,2358760,"@681241 While you can move your Voice Memos to the Notes app by sharing it and choosing 'Send to Notes', we'd appreciate any feedback you submit using our link here: https://t.co/eTPVYVFyd8"
1455400,@115858 @AppleSupport how long of a video can i make on my iphone?if i leave my phone all day to record my dog will it record forever?,1455399,@201222 We'd like to help! DM us and we'll be happy to help.
228477,@170464 @170465 @170466 @170467 @115858 I have the 6 &amp; haven't updated for months &amp; my phone is still glitching &amp; freezing &amp; apps are crashing,228476,@170463 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT
1219235,Hey @AppleSupport my iPhone 6 forced me to update and now it basically doesn’t function. Have a fix?,1219234,@406061 We're here to help. Can you DM us with more details regarding your issues? https://t.co/GDrqU22YpT
2548180,@115858 stop adding functionaluties to #iOS and fix all these bugs! Can’t even write an email #ios11 #buggy #Useless,2548179,@724115 Thanks for reaching out! We’d be happy to help you with this. What happens when you try to write an email?
1642602,@AppleSupport why is my iPhone changing “i” to his —&gt; I️,1642600,@502090 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz
2780696,"@115948 I am unable to subscribe to your services due to your partners @260711 and their untrained and illogical customer ""support"" team. @AppleSupport can you help or I have to use @115888 instead.",2780695,"@776622 We are not able to help out with this over Twitter, but reach out to our iTunes Store support via the following link and they can advise you on options from there: https://t.co/SDIe7UiyJN https://t.co/GDrqU22YpT"
2944544,"@AppleSupport Found a solution, I wasn’t scrolling down far enough 🙄",2944546,@813414 Glad to hear it! Feel free to reach out if you have any other questions.
1013792,I’m absolutely done w/@129913 app &amp; @115858 watch2 @AppleSupport. It shouldn’t be this hard. A girl just wants to get her #run on.,1013790,@359879 We also want you to get your run on. What's going on when you run? We'd like to see how we can help.
1470878,@AppleSupport  https://t.co/5BcPzip4Ql,1470876,@461418 Is the freezing happening in all apps or does it seem isolated to some?
59227,"This is getting worse - WTF?! You expect a phone for over £500 to work and since your update the screen doesn't work, it keeps jumping all over the place and my battery dies within 3 hours iOS 11 is crap Im serious thinking of chucking this and buying an android ph. @applesupport",59226,@129497 That's not the type of experience that we want you to go through. Please DM us which exact iOS version your device is currently running and we'll go from there. You can locate the version under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT
563077,@115858 @AppleSupport iPhone battery performance in anything other than a brand new phone is a joke. So sick of carrying multiple external batteries just for a few hours unplugged.,563076,@251812 We want to help you with this. When did these issues start happening? Which iPhone model do you have? Please DM us your answers. https://t.co/GDrqU22YpT
593541,@AppleSupport I’ve got a iPhone 7 and using iOS 11.1.2. Battery life is awful since I updated - is this improved in iOS 11.2?,593540,@256917 Having a reliable battery life is important. We’d always recommend updating to the latest version of iOS when it is available. Just be sure to back up your iPhone before updating. Let us know if you’re still having battery life issues after the update.
92835,@AppleSupport Is there any update for the front speaker issue in iPhone x ?,2751519,@770304 We'd love to help with any issue you're experiencing on your new iPhone X. Tell us more about what's happening. Which iOS version are you currently running in Settings &gt; General &gt; About &gt; Version?
2041639,For Real though... Can @115858 fix this  I️ symbol ish!,2041638,"@603675 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz
DM us here: https://t.co/GDrqU22YpT"
2485667,Hey @115858 is this floaty dock thing ever getting fixed? Last update has not rectified the issue 🙁 https://t.co/t579KSS6hp,2485666,@710021 Thanks for reaching out. We can definitely look into this further with you. Go ahead and send us a DM and we'll go from there. https://t.co/GDrqU22YpT
2446365,@AppleSupport I️ believe so,2446364,"@349062 Okay, meet us in DM and we can help find out! https://t.co/GDrqU22YpT"
1714130,Sometimes I️ can’t believe A ? give @115858 so much of my money. #IOSbugs,1714128,@519094 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz
97006,Looks a bit fishy. Scam? @AppleSupport @115858 https://t.co/I2HF2Hs7k0,97005,@137173 This is likely a phishing attempt. You can find more information about phishing attempts and how to react to them here: https://t.co/LNMCdqt6fD
2871702,@AppleSupport any to check the overall battery health of my iPhone 7+ ?,2871701,@797359 We're happy to help. DM us your country and iOS version so we can look into your options: https://t.co/GDrqU22YpT
459561,"@AppleSupport Yes, since this morning when I plug my phone it charges for a second and then stops for another second and charges for a second again and so on. But then I unplug it and plug it again a couple of times and it starts charging normally!",459563,"@224175 Okay. Are you able to test the charger with another device, or do you have another charger to connect your iPhone to? DM us your response here: https://t.co/GDrqU22YpT"
1703931,"@AppleSupport Hi, I have the iPhone X and I can’t establish my Apple ID settings on my new phone.  When it asks me for my 4 digit password it stays like: https://t.co/TcU3Nirlx3",1713053,"@518860 Let's get you up and running. Do you have access to a Wi-Fi network, or a spot with stronger cellular for this step?"
2869707,"@115858 @AppleSupport and above that the phone call ended and u couldn't even call me back and when i phoned again i had to explain it all over... and then the conexion was lost, AGAIN... so not happy with apple",2869706,@796903 We'd like to look into this support experience with you. Please DM us using the following link and we'll gather more details from you there. https://t.co/GDrqU22YpT
2143959,@AppleSupport pls help https://t.co/eELV3u0lLx,2143961,@630349 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2360351,The iOS update killed my iPad and has my iPhone acting crazy... I’m NOT upgrading.  @115858 can kick rocks 😂,2360349,@681640 What kind of isues are you having? We'd love to help out.
487908,@AppleSupport Here’s my November activity. Any ideas why I didn’t get perfect month credit? https://t.co/v5ghUrcqkY,487909,"@231130 Congratulations on completing your perfect activity for the month! We know after working so hard, you want to see your achievement. It can take up to 9 days for that to show. For more information on this, please look here: https://t.co/xwf6lrIgzJ https://t.co/GDrqU22YpT"
2013899,@AppleSupport i’ve tried everything! my iPhone says that the Touch ID configuration is impossible,2013898,@595488 Are you attempting to set it up for the first time?  DM us back. https://t.co/GDrqU22YpT
944202,"@AppleSupport updated my phone to 11.0.3, now my touch screen won't work.",944201,@343881 We’d love to help. Have you had a chance to restart the iPhone? See our guide here: https://t.co/kQXBriN504
416432,@AppleSupport Why do I have 11 photos that don't exist in my iPhoto library? Can you flush &amp; reset my account w/o 30 days? Won't Sync. https://t.co/ndWbRa6Dtb,416431,@214331 We're happy to help. Check out the linked article and DM us with any questions: https://t.co/guq5igTIQu https://t.co/GDrqU22YpT
1957173,Dear @115858 and @AppleSupport since the update my phone his been complete ass. Do I just need to upgrade?,1957172,"@580765 We're happy to look into issues you've experienced since updating. DM us your model iPhone, the issue, &amp; iOS version installed. https://t.co/GDrqU22YpT"
1983127,@115858 y’all gonna fix this “ I️ “ shit?,1983126,@586995 We'd like to hear more about what's happening with your device. Let's continue chatting via DM so we can take a closer look. https://t.co/GDrqU22YpT
1298527,@AppleSupport Replying even!,1298531,"@423474 To make sure we understand, Is the device currently running and your asking about the time it took to charge? DM details. https://t.co/GDrqU22YpT"
1332747,@AppleSupport Thanks for the response. I have sent a DM,1332746,@430904 Thanks! We'll meet you there to continue assisting. Watch your inbox for our reply. Thanks again!
1113186,"@AppleSupport @115858 Ever since IOS 11 my phone has been glitching out, shutting off, or freezing 10+ times a day. Can you guys fix this plz",1113185,@382716 Let's take a look at this together. We'll discuss this further in DM. https://t.co/GDrqU22YpT
2295862,Tried installing High Sierra on my MacBook pro and it's caused my laptop to enter a reboot loop. How do I fix this @AppleSupport,2295858,@666611 We want to help you with this. What steps have you tried so far to resolve this?
195923,@AppleSupport pls fix this https://t.co/rmWr5aMZe4,195921,@162087 Let's look into this together. Could you tell us which iPhone and iOS version you're currently using?
1981851,@115858 @AppleSupport halp,1981850,"@586635 Hey, we'd like to gather some more details so we can assist. DM us the iOS version and we'll go from there. https://t.co/GDrqU22YpT"
2779302,"@AppleSupport When I got the iPhone X. I’m thinking it comes with the update. Before I had the 6 and but didn’t have iOS 11 update. Now when I click on my Twitter or Snapchat app, my audio automatically pauses.",2779301,@509930 What version of iOS are you currently running? You can see that by going to Settings &gt; General &gt; About on your iPhone?
2255490,@AppleSupport I updated my phone yesterday. Everything still the same,2255489,@656939 We'd like to look into this with you. DM us and we'll get started. https://t.co/GDrqU22YpT
1704685,The letter “i” on bullshit @115858 idk if _ can keep talking around this,1704683,@516705 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2116312,@115858 @AppleSupport have had to erase new IPhone X and begin setup 3 times now due to “unable to verify update”. Really crappy UX,2116311,"@623844 We're here to help. Did you manage to get through setup? If not, please send us a DM to get started working on it. https://t.co/GDrqU22YpT"
1420687,@AppleSupport Eye updated my phone to iOS 11.1 and now eye am unable to type the letter eye b/c when eye do it autocorrects to weird symbols https://t.co/b0FQj7zuow,1420685,@450281 We'd be happy to help. Send us DM and we can start there. https://t.co/GDrqU22YpT
435189,"#iOS11 sucks with my SE , any how do i get back to #iOs10 ? @AppleSupport #apple #ios11update",435188,@218374 We're here for you. What seems to be going on with your iPhone?
274945,"My iPhone's stuck on the apple screen after it restarted because of the latest update.

@AppleSupport",274944,@181686 We can help you get to the bottom of this issue; send us a DM and we'll get started. https://t.co/GDrqU22YpT
428376,"@AppleSupport Like this video, this is normal ? Slow when i searching? https://t.co/fx1ecIeuU8",428378,@216888 That is a great video! Are you only experiencing this slowness while using the Messages app? Which iOS version are you using?
1434249,"Ever since the update, this has happened with the one letter. Anyone know why? @AppleSupport https://t.co/Ln482J75Pq",1434247,@453001 Have you recently updated to the latest iOS version?
1711245,"You’re making us look dumb, while we try to find alternatives for the letter “I️” @115858 lol fix it already.",1711244,@518378 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/ryJAexrcMg
763088,@AppleSupport my daily 11.0.2 bug report sent late at night after my ringing phone from a non fave/no repeat # woke me. Fix it please https://t.co/8oH7BLHPdT,763087,@302342 We'd like to look into this more. Could you join us in DM to get started? https://t.co/GDrqU22YpT
1329295,@AppleSupport I purchased one app by mistake. Can I unsubscribe from it and get my money back?,1329293,@305448 We're here to help. Please reach out directly to our iTunes team so they can look into this with you: https://t.co/SDIe7UiyJN
2374407,"@AppleSupport I really need help with my Apple ID. The phone number linked to it is no longer mine and hasn’t been for some time, this person can access my account. I cannot change it myself, I’ve done everything listed with no luck. Please help! My account is compromised.",2374406,@665553  Thanks for providing that information. We are unable to look into your Apple ID account via Twitter for privacy concerns. We recommend reaching out to our Account Security for a path towards resolution: https://t.co/p9bPZEcl5d
720571,@AppleSupport This is why you guys are the real MVP’s. I’d never cheat on you guys w Samsung.,720573,@292458 Thanks for your time. Have a great day!
2253550,Okay@I’m fed up @115858 fix this I️ can’t type anything without this glitch. https://t.co/7sm4fC7aa0,2253549,"@656475 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6 DM us any quesitons you have. https://t.co/GDrqU22YpT"
1725665,@115858 stop waiting around &amp; fix the “I️” big issue because to programmers who don’t work for you- it’s aggravating &amp; insulting.,1725664,@521906 We can help. Please DM us. https://t.co/GDrqU22YpT
1468423,@AppleSupport I chatted with a support person today! Thanks for reaching out,1468422,"@460840 Excellent! Thanks for letting us know. Please let us know if you need more help, and we'll be here for you."
1066766,Thanks @115858 for your terrible update. Nothing on my phone is working. At least the battery drains immediately now!,1066765,@371744 Send us a DM letting us know which version of iOS 11 is running on your iPhone. We'll get started there. https://t.co/GDrqU22YpT
1978033,Why does this happen now? This updated ruined me phone and my battery dies in less than 3 hours. @AppleSupport https://t.co/RI2iMagou4,1978032,@164949 We can surely help! Which version of iOS are you currently running on your device?
1178103,@AppleSupport It seems to just happen with screenshots,1178104,"@397073 Got it, thanks. So that we can look into this further, can you tell us the iOS version your iPhone is on currently?"
151483,"@AppleSupport With Instagram
The whole app becomes slow along with the swiping of control center and notification panel
I am having problem with theae social media apps only
And these didnt occur as I upgraded from Ios 9 to ios 11",151484,"@150593 We appreciate the additional information. We'd like to look into some additional support options. DM us which country you're in, as options can vary by location, and we'll get started. https://t.co/GDrqU22YpT"
1734448,My MacBook crashed as I was finishing my lab report. And now it won’t turn on.  @115858 must not want me to graduate. 😫👩🏽‍🎓,1734447,@523769 We're here for you. Let us know if this helps: https://t.co/RqWW0duJ0U
678159,@115858 @AppleSupport @AppleSupport how do I rollback to the hr previous version? I can’t use a phone that’s dead by lunch,2050204,"@281795 We understand the importance of battery life. Let's look into solutions together in DM. Send us a message, we'll follow up. https://t.co/GDrqU22YpT"
1887769,@AppleSupport Please advice to fix this asap,1887767,@563023 We'd like to take a closer look into this. DM us the iOS version installed &amp; how the iPad was being used when this began. https://t.co/GDrqU22YpT
400905,@AppleSupport Can you get the Siri watch face on iwatch2 ?,428700,"@216964 Your Watch is able to run Watch OS 4, as long as you use a iPhone with iOS 11 with it."
359271,@AppleSupport I’m running on version 11.0.2 and every single application I have crushes also the note app,359274,@201083 Have you tried uninstalling and reinstalling these apps?
1171485,@395518 @AppleSupport Did you find out the problem!? I’m facing the same issue and seems to be intermittent,1171483,@297501 We'd love to look into this with you. Which iPhone and version of iOS 11 are you using? Have you restarted your device?
1751414,Also this “I️” thing is really annoying! Do something @115858,1751413,@527697 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2730410,"@AppleSupport Boa tarde, meu aparelho está se comportobabdo de maneira irregular.",2730409,"@765486 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
171769,@AppleSupport I was on the phone with a rep and they couldn’t even help. https://t.co/D1Mo94FVs3,171768,@156114 Let's meet up in Direct Message and we'll look into this further. https://t.co/GDrqU22YpT
245978,Is IOS 11 chowing a lot of power these days I charge my phone everyday @AppleSupport please advise,245976,@174423 We'd love to help you with your iPhone battery. Have you already updated to iOS 11.0.2? Let us know in DM. https://t.co/GDrqU22YpT
429592,@AppleSupport It appears to have cleared up. See DMs for more info,429593,@217171 Thanks. We've received your DMs and will continue from there.
327314,"@115858 you really need to fix the iphone software. I still have this weird A! issue, now this I.T is happening with it, half my apps don’t update yet it’s a phone more than my rent https://t.co/FaFUQcty3j",327313,@194016 You’re in the right spot and we’ll do everything we can to help you. Send us a DM with more details on what is happening. https://t.co/GDrqU22YpT
1573024,@484877 I️ I️ I️ and like I️ I️ I️ you know what I️ saying cmon @AppleSupport what is I️ I️ you doing bb,1573025,@484878 We want to assist. Let's go through the workaround steps suggested in this article: https://t.co/xU1AGIa4ME
2255480,@AppleSupport https://t.co/HYrPWlbfyN,2255478,@656937 Hi. Here's a great article that walks you through what to do when your device is disabled: https://t.co/F1QfwW1u1N
2557443,"@AppleSupport I updated my iPhone 6S to iOS 11.1.1 and is totally malfunctioning. Apps are crashing every time, phone calls are giving errors and battery runs out faster than normal. Totally the opposite to iOS 10. I need a solution!",2557442,"@726066 We're glad you reached out so we can look to resolve these issues. Please let us know what version of the iOS software you currently have installed. Meet us in DM with this information, and we'll continue to work together. https://t.co/GDrqU22YpT"
1735955,@115858 bruh.. fix this shit lol I️ can’t take it..,1735953,@524117 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2255525,"@656946 @115858 shit is stupid! bc when i typed it, it was fine. when i sent it, it was question marks. i have to do lowercase i’s on twitter lol 🙄",2255524,"@367922 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6"
238867,New @115858 #update for #iOS11 is very glitchy on my #iPhone7Plus #sadface 😳😡📱 New update on its way?? #apple #ifitaintbroke,238865,"@172811 We'd be happy to help. Have you updated to iOS 11.0.2 yet? If not, give that a try and let us know how that goes."
1926477,Hey @115858 did y’all not work out all the kinks with iOS 11?!! My devices have been buggy ever since updating to iOS 11!!,1926476,@268750 We're here to help. What's going on with your iPhone? DM us the details and we'll work together to get things sorted. https://t.co/GDrqU22YpT
569266,@AppleSupport  Hey I just updated my iPhone 7 to iOS 11.2 and since then it shuts down every min. Is it a trick to push me to get the new one? It would be: https://t.co/ugAdgFskf4,569264,@253586 We are certainly here to help with that. Try the steps listed in this article and we can go from there: https://t.co/Wc5MHFZb0p Join us in DM if the issue continues. https://t.co/GDrqU22YpT
2369493,@AppleSupport my whole phone freezes and shuts off and it will barely work after... i’ll go on to snapchat or facebook and it will stop working and completely shut off...,2369495,@683819 Do you notice this happening when the battery gets to around the same percentage? Tell us more in a Direct Message. https://t.co/GDrqU22YpT
1824089,@AppleSupport I have updated my iPhone 6 plus to IOS 11.0.3 and now I have a frozen 6s. The screen completely not responding,1824088,@547561 We'd like to help. Could you please send us a DM so we can gather some information and get started? https://t.co/GDrqU22YpT
1938115,@AppleSupport just had customer service rep hang up on my son #CUSTOMERSERVICEFAIL,1938114,@421068 That's not the customer experience we like to hear about.  Send us a DM with more details.  We'll take it from there. https://t.co/GDrqU22YpT
1508720,After updating my #iPhone8Plus to #ios11.1 crackling sound persits. Pls rectify the bug @AppleSupport,1508718,@470187 Let's look into this together. Is this sound across all apps or just when you are making calls?
707421,My phone be dying on 40% wtf @115858,707418,"@289120 We want to make sure your iPhone is working properly.  Which iPhone, and exact iOS version are you running?"
1602914,"@115858 Photos has completely destroyed my Face tagging.  Even if I explicitly fix it, Photos goes back and misidentifies again.  Brutal!",1602912,@491964 That is certainly not the experience we want you to have. Which device are you using with Photos?
248739,Why does my phone keep automatically turning on WiFi and Bluetooth even when I manually turn them off 😤 @AppleSupport,248737,"@175092 Are you using Control Center to turn them off? If so, check out how the new features work here: https://t.co/G7BHuQFeJE"
1711322,What the fuck is this @115858 what on earth is up with my characters https://t.co/C4RmVAo6Kq,1711321,@518406 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ
2984541,"I've had nothing but problems with my @115858 iPhone since the update. For the price of these devices, this is completely unacceptable.",2984540,@822998 We're here to help! iPhones are a daily part of our lives here and we know it's important for them to work properly. Let's work together to get these issues sorted out. Let us know what's happening in a DM to get started. https://t.co/GDrqU22YpT
1409732,@AppleSupport I receive this message https://t.co/zwnOzTfDuA,1409735,"@447671 Thanks for that info. DM us and let us know more about what happens when you tap ""Continue"" and we'll pick up there. https://t.co/GDrqU22YpT"
1443404,"Dear @AppleSupport, 
My IPhone SE’s battery is draining faster then usual. 
Please advice.",1443402,"@454909 We're here to help. DM us with the iOS version running on your iPhone, and we'll find a solution. https://t.co/GDrqU22YpT"
1038515,@115858 thank you for deleting all my playlists in your update.,1038514,@365700 We'd like to assist as best we can. DM us and we'll see what we can to help. https://t.co/GDrqU22YpT
1932152,"Dear @116333,please try for a week to make all your calls with AirPods and ios11. The amount of times they are not connecting... 😤",1932151,@574974 We'd love to look into this further. Send us a DM with the iPhone model you're using and we'll go from there. https://t.co/GDrqU22YpT
2518188,@115858 my iMessages aren’t working.. why tf is there a new problem everyday,2518186,@717313 Thanks for contacting us. We'd be happy to help out. Could you please tell us what is happening with your iMessage?
2896181,@AppleSupport She is 29 years old! Look at the picture of both of us.,2896183,"@802532 We want to gather some more information on this. Meet us in DM, please. https://t.co/GDrqU22YpT"
1303325,@AppleSupport I can’t use my Apple Music. y’all charged my account but asking me to choose a plan when I go to play a song. Fix it,1303323,@126711 We’re investigating and will update our System Status page as more info becomes available: https://t.co/Fcu0biZf0L
1593314,This is a quality tweet that was ruined wtf @115858,1593313,@489687 We want to help. Take a look at this article for assistance with this issue. https://t.co/xU1AGHStV6
2082038,"@115858 @AppleSupport new iPhone 8 released, coincides with a software update on my phone which results in a phone which now barely works🤔",2082037,"@615740 We'd like to see how we can help with your iPhone. Send us a DM with more info, and we'll get started. https://t.co/GDrqU22YpT"
1512156,@AppleSupport who do I contact for subscription support?,1512155,"@470970 For billing issues with subscriptions, you can each out to our iTunes Store team here: https://t.co/SDIe7UiyJN"
235045,My iPhone after restarting and restarting from the update officially gave up on me whatever I do it won't turn on yay @AppleSupport,235044,@171976 We are here to help you!  Please try these steps: https://t.co/8MvHMFZ83h
826136,@AppleSupport When will you release an update to fix Apple Music crashes on iOS 11? The app is unusable. Look at your own support forums!,826135,"@316769 Thanks for reaching out to us, we'd be happy to help. Please send us a DM with more details to get started."
509560,@AppleSupport now my photos won’t recover from the back up? This is very poor. Please help.,509558,"@235793 Are you using iCloud Photo Library? if so, your photos are not included in the backup because they are already stored on iCloud. More info here: https://t.co/FYFN66PuNk"
2301457,"For real, the latest @115858 update is KILLER on iPhone battery life. Twice now my phone has gone from full to dead “mysteriously” within an hour.",2301456,@667924 We can help. Which iOS version are you updated to? Let us know in DM. https://t.co/GDrqU22YpT
1002789,@115858 the ios11 podcast update is awful.  No mark as played?  No easy list of unplayed episodes?  Huge icons? Switching to @5270 now.,1002788,@357365 We appreciate the feedback. Please use this link to provide the same feedback: https://t.co/eTPVYVFyd8
